DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];GERMANY_ALLOCATED_VOLUME_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_ALLOCATED_VOLUME_[MW];CZECH_REPUBLIC_MIN_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];CZECH_REPUBLIC_IMPORT(-)_EXPORT(+)_[MW];CZECH_REPUBLIC_ALLOCATED_VOLUME_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
14/01/2025;14/01/2025;aFRR;POS_12_16;2,96;5,94;7,53;2,96;5,92;7,53;-4,00;;3,49;6,13;7,53;4,00;;;;;;;3534,00
14/01/2025;14/01/2025;aFRR;POS_16_20;7,63;15,57;18,34;7,63;15,59;18,34;54,00;;9,30;15,36;18,24;-54,00;;;;;;;4147,00
14/01/2025;14/01/2025;aFRR;POS_20_24;3,00;5,67;6,72;3,00;5,72;6,72;-47,00;;3,06;5,39;6,64;47,00;;;;;;;4486,00
14/01/2025;14/01/2025;aFRR;NEG_00_04;0,00;7,38;9,03;3,92;7,51;9,03;-34,00;;0,00;6,45;9,00;34,00;;;;;;;3772,00
14/01/2025;14/01/2025;aFRR;NEG_04_08;0,00;5,11;7,24;2,66;5,15;7,24;-44,00;;0,00;4,83;7,10;44,00;;;;;;;3177,00
14/01/2025;14/01/2025;aFRR;NEG_08_12;0,00;1,57;2,72;0,79;1,61;2,72;-80,00;;0,00;1,34;1,70;80,00;;;;;;;3017,00
14/01/2025;14/01/2025;aFRR;NEG_12_16;0,00;1,58;1,94;0,88;1,60;1,94;-53,00;;0,00;1,47;1,89;53,00;;;;;;;2993,00
14/01/2025;14/01/2025;aFRR;NEG_16_20;0,00;0,56;0,71;0,36;0,57;0,71;-43,00;;0,00;0,50;0,70;43,00;;;;;;;3123,00
14/01/2025;14/01/2025;aFRR;NEG_20_24;0,00;1,70;1,97;0,94;1,74;1,97;-50,00;;0,00;1,46;1,96;50,00;;;;;;;3489,00
15/01/2025;15/01/2025;aFRR;POS_00_04;1,21;3,88;6,49;1,30;4,00;6,49;-80,00;;1,21;3,20;4,70;80,00;;;;;;;4023,00
15/01/2025;15/01/2025;aFRR;POS_04_08;4,66;16,12;26,58;4,66;16,97;26,58;-80,00;;5,43;10,86;17,70;80,00;;;;;;;3625,00
15/01/2025;15/01/2025;aFRR;POS_08_12;6,13;60,83;103,47;6,13;62,75;103,47;-80,00;;8,37;48,52;65,64;80,00;;;;;;;3907,00
15/01/2025;15/01/2025;aFRR;POS_12_16;2,69;38,62;67,88;2,69;42,63;67,88;-80,00;;2,88;12,94;29,50;80,00;;;;;;;3953,00
15/01/2025;15/01/2025;aFRR;POS_16_20;5,55;124,57;190,45;5,55;136,53;190,45;-80,00;;7,46;49,86;67,23;80,00;;;;;;;3959,00
15/01/2025;15/01/2025;aFRR;POS_20_24;2,40;17,75;29,11;2,40;19,60;29,11;-80,00;;3,01;6,76;12,73;80,00;;;;;;;4405,00
15/01/2025;15/01/2025;aFRR;NEG_00_04;0,00;6,41;7,88;3,00;6,47;7,87;-25,00;;0,00;5,99;7,88;25,00;;;;;;;3894,00
15/01/2025;15/01/2025;aFRR;NEG_04_08;0,00;5,18;8,70;2,00;5,19;8,70;-80,00;;0,00;5,09;7,81;80,00;;;;;;;3284,00
15/01/2025;15/01/2025;aFRR;NEG_08_12;0,00;1,43;1,71;0,88;1,49;1,71;-80,00;;0,00;1,07;1,27;80,00;;;;;;;3443,00
15/01/2025;15/01/2025;aFRR;NEG_12_16;0,00;1,20;1,65;0,60;1,21;1,65;-80,00;;0,00;1,12;1,40;80,00;;;;;;;3617,00
15/01/2025;15/01/2025;aFRR;NEG_16_20;0,00;0,43;0,52;0,15;0,44;0,52;-9,00;;0,00;0,41;0,51;9,00;;;;;;;4254,00
15/01/2025;15/01/2025;aFRR;NEG_20_24;0,00;1,39;1,82;0,64;1,41;1,82;-80,00;;0,00;1,26;1,65;80,00;;;;;;;4253,00
16/01/2025;16/01/2025;aFRR;POS_00_04;1,68;4,06;4,99;2,00;4,13;4,99;-80,00;;1,68;3,61;4,58;80,00;;;;;;;4573,00
16/01/2025;16/01/2025;aFRR;POS_04_08;7,25;16,03;20,62;9,50;16,01;20,62;0,00;;7,25;16,23;20,62;0,00;;;;;;;4011,00
16/01/2025;16/01/2025;aFRR;POS_08_12;20,63;40,44;51,05;20,63;40,42;51,05;78,00;;25,99;40,71;50,84;-78,00;;;;;;;4440,00
16/01/2025;16/01/2025;aFRR;POS_12_16;10,23;27,17;37,54;10,23;27,17;34,83;80,00;;10,81;27,27;37,54;-80,00;;;;;;;4448,00
16/01/2025;16/01/2025;aFRR;POS_16_20;27,99;65,95;89,10;28,28;66,91;89,10;51,00;;27,99;55,02;88,93;-51,00;;;;;;;4571,00
16/01/2025;16/01/2025;aFRR;POS_20_24;4,75;13,27;16,22;4,75;13,37;16,16;52,00;;5,66;12,13;16,22;-52,00;;;;;;;5096,00
16/01/2025;16/01/2025;aFRR;NEG_00_04;0,00;5,78;6,46;2,81;5,83;6,46;9,00;;0,00;5,33;6,44;-9,00;;;;;;;3961,00
16/01/2025;16/01/2025;aFRR;NEG_04_08;0,00;4,97;5,53;3,00;5,03;5,52;44,00;;0,00;4,40;5,53;-44,00;;;;;;;3681,00
16/01/2025;16/01/2025;aFRR;NEG_08_12;0,00;1,23;1,47;0,61;1,28;1,47;-80,00;;0,00;0,98;1,16;80,00;;;;;;;3755,00
16/01/2025;16/01/2025;aFRR;NEG_12_16;0,00;1,14;1,48;0,59;1,18;1,48;-80,00;;0,00;0,91;1,14;80,00;;;;;;;3456,00
16/01/2025;16/01/2025;aFRR;NEG_16_20;0,00;0,37;0,49;0,10;0,38;0,49;-23,00;;0,00;0,34;0,49;23,00;;;;;;;4107,00
16/01/2025;16/01/2025;aFRR;NEG_20_24;0,00;1,42;2,50;0,65;1,47;2,50;-80,00;;0,00;1,14;1,50;80,00;;;;;;;4169,00
17/01/2025;17/01/2025;aFRR;POS_00_04;2,00;3,69;4,11;2,00;3,71;4,11;16,00;;2,25;3,56;4,10;-16,00;;;;;;;4348,00
17/01/2025;17/01/2025;aFRR;POS_04_08;7,75;14,04;18,28;10,78;13,85;16,30;80,00;;7,75;16,61;18,28;-80,00;;;;;;;4042,00
17/01/2025;17/01/2025;aFRR;POS_08_12;19,14;27,40;43,50;19,80;26,79;31,63;80,00;;19,14;36,40;43,50;-80,00;;;;;;;4293,00
17/01/2025;17/01/2025;aFRR;POS_12_16;6,38;18,42;23,44;6,38;18,29;21,35;80,00;;12,52;20,18;23,44;-80,00;;;;;;;4403,00
17/01/2025;17/01/2025;aFRR;POS_16_20;26,86;41,39;75,00;26,86;40,20;47,82;80,00;;32,33;57,54;75,00;-80,00;;;;;;;4433,00
17/01/2025;17/01/2025;aFRR;POS_20_24;6,00;9,49;13,46;6,00;9,36;10,47;80,00;;6,10;11,19;13,46;-80,00;;;;;;;4586,00
17/01/2025;17/01/2025;aFRR;NEG_00_04;0,00;5,07;5,47;3,00;5,12;5,47;31,00;;0,00;4,58;5,44;-31,00;;;;;;;4576,00
17/01/2025;17/01/2025;aFRR;NEG_04_08;0,00;4,24;4,89;2,00;4,26;4,88;-4,00;;0,00;4,05;4,89;4,00;;;;;;;3864,00
17/01/2025;17/01/2025;aFRR;NEG_08_12;0,00;1,09;1,25;0,50;1,13;1,25;-80,00;;0,00;0,89;1,03;80,00;;;;;;;3966,00
17/01/2025;17/01/2025;aFRR;NEG_12_16;0,00;1,10;1,29;0,60;1,13;1,29;-80,00;;0,00;0,87;1,10;80,00;;;;;;;3602,00
17/01/2025;17/01/2025;aFRR;NEG_16_20;0,00;0,36;0,42;0,20;0,37;0,42;-22,00;;0,00;0,32;0,41;22,00;;;;;;;4409,00
17/01/2025;17/01/2025;aFRR;NEG_20_24;0,00;1,37;1,64;1,00;1,43;1,64;-80,00;;0,00;1,04;1,31;80,00;;;;;;;4378,00
18/01/2025;18/01/2025;aFRR;POS_00_04;1,57;3,09;3,41;1,82;3,13;3,41;-25,00;;1,57;2,80;3,40;25,00;;;;;;;4433,00
18/01/2025;18/01/2025;aFRR;POS_04_08;0,42;10,51;12,30;0,42;10,57;12,30;19,00;;5,38;9,94;12,27;-19,00;;;;;;;4871,00
18/01/2025;18/01/2025;aFRR;POS_08_12;5,80;17,66;23,95;5,80;17,59;18,45;80,00;;10,43;18,69;23,95;-80,00;;;;;;;5324,00
18/01/2025;18/01/2025;aFRR;POS_12_16;0,19;11,49;14,78;0,19;11,44;12,43;80,00;;8,16;12,22;14,78;-80,00;;;;;;;5219,00
18/01/2025;18/01/2025;aFRR;POS_16_20;4,85;24,06;40,13;4,85;23,41;27,40;80,00;;17,38;32,81;40,13;-80,00;;;;;;;5345,00
18/01/2025;18/01/2025;aFRR;POS_20_24;4,46;6,75;8,87;5,30;6,70;7,89;80,00;;4,46;7,42;8,87;-80,00;;;;;;;5057,00
18/01/2025;18/01/2025;aFRR;NEG_00_04;0,00;4,41;4,79;2,85;4,45;4,79;27,00;;0,00;4,10;4,79;-27,00;;;;;;;4402,00
18/01/2025;18/01/2025;aFRR;NEG_04_08;0,00;3,81;4,28;2,00;3,83;4,28;11,00;;0,00;3,61;4,28;-11,00;;;;;;;4121,00
18/01/2025;18/01/2025;aFRR;NEG_08_12;0,00;1,21;1,91;0,65;1,26;1,91;-75,00;;0,00;0,89;1,60;75,00;;;;;;;4255,00
18/01/2025;18/01/2025;aFRR;NEG_12_16;0,00;1,26;1,68;0,67;1,30;1,68;-63,00;;0,00;0,97;1,68;63,00;;;;;;;3981,00
18/01/2025;18/01/2025;aFRR;NEG_16_20;0,00;0,42;1,00;0,20;0,44;1,00;-80,00;;0,00;0,32;0,54;80,00;;;;;;;4759,00
18/01/2025;18/01/2025;aFRR;NEG_20_24;0,00;1,27;1,65;0,67;1,30;1,65;-54,00;;0,00;1,03;1,64;54,00;;;;;;;4121,00
19/01/2025;19/01/2025;aFRR;POS_00_04;1,26;2,64;2,91;1,69;2,67;2,91;27,00;;1,26;2,35;2,90;-27,00;;;;;;;4315,00
19/01/2025;19/01/2025;aFRR;POS_04_08;3,30;8,12;8,79;3,30;8,26;8,79;-47,00;;3,88;7,15;8,78;47,00;;;;;;;4801,00
19/01/2025;19/01/2025;aFRR;POS_08_12;5,00;10,72;14,80;5,00;10,56;12,57;80,00;;8,13;13,04;14,80;-80,00;;;;;;;5036,00
19/01/2025;19/01/2025;aFRR;POS_12_16;4,00;7,18;9,32;4,00;7,15;9,02;80,00;;5,00;7,70;9,32;-80,00;;;;;;;4399,00
19/01/2025;19/01/2025;aFRR;POS_16_20;9,68;15,81;21,67;9,68;15,66;17,00;80,00;;10,87;17,98;21,67;-80,00;;;;;;;5329,00
19/01/2025;19/01/2025;aFRR;POS_20_24;3,13;5,29;6,11;3,62;5,29;6,11;70,00;;3,13;5,16;6,09;-70,00;;;;;;;4992,00
19/01/2025;19/01/2025;aFRR;NEG_00_04;0,00;3,82;4,42;2,00;3,84;4,11;80,00;;0,00;3,53;4,42;-80,00;;;;;;;4219,00
19/01/2025;19/01/2025;aFRR;NEG_04_08;0,00;3,38;3,99;2,00;3,39;3,70;80,00;;0,00;3,15;3,99;-80,00;;;;;;;4013,00
19/01/2025;19/01/2025;aFRR;NEG_08_12;0,00;1,44;1,82;0,65;1,47;1,82;-55,00;;0,00;1,22;1,80;55,00;;;;;;;4022,00
19/01/2025;19/01/2025;aFRR;NEG_12_16;0,00;2,00;4,34;0,60;2,11;4,34;-25,00;;0,00;1,26;2,40;25,00;;;;;;;4062,00
19/01/2025;19/01/2025;aFRR;NEG_16_20;0,00;0,66;1,02;0,20;0,68;1,02;-44,00;;0,00;0,54;1,02;44,00;;;;;;;4431,00
19/01/2025;19/01/2025;aFRR;NEG_20_24;0,00;1,21;1,37;0,60;1,24;1,37;-35,00;;0,00;1,04;1,35;35,00;;;;;;;4193,00
20/01/2025;20/01/2025;aFRR;POS_00_04;1,11;2,73;3,66;1,69;2,73;3,65;-68,00;;1,11;2,71;3,66;68,00;;;;;;;4550,00
20/01/2025;20/01/2025;aFRR;POS_04_08;3,23;14,16;21,73;5,64;14,29;21,73;-80,00;;3,23;13,27;18,12;80,00;;;;;;;4037,00
20/01/2025;20/01/2025;aFRR;POS_08_12;4,82;34,64;50,24;6,29;33,93;50,24;-80,00;;4,82;39,32;47,20;80,00;;;;;;;4507,00
20/01/2025;20/01/2025;aFRR;POS_12_16;3,06;12,35;20,42;4,39;12,58;20,42;-71,00;;3,06;10,86;20,28;71,00;;;;;;;4474,00
20/01/2025;20/01/2025;aFRR;POS_16_20;7,29;55,21;85,61;9,68;54,91;85,61;80,00;;7,29;59,54;84,55;-80,00;;;;;;;4514,00
20/01/2025;20/01/2025;aFRR;POS_20_24;2,12;10,20;14,18;3,62;10,42;14,18;17,00;;2,12;8,19;13,65;-17,00;;;;;;;4976,00
20/01/2025;20/01/2025;aFRR;NEG_00_04;0,00;3,55;4,57;2,00;3,57;4,53;46,00;;0,00;3,32;4,57;-46,00;;;;;;;4061,00
20/01/2025;20/01/2025;aFRR;NEG_04_08;0,00;2,87;4,00;1,80;2,87;4,00;18,00;;0,00;2,86;3,99;-18,00;;;;;;;3584,00
20/01/2025;20/01/2025;aFRR;NEG_08_12;0,00;1,19;1,40;0,60;1,22;1,40;-80,00;;0,00;1,03;1,30;80,00;;;;;;;3800,00
20/01/2025;20/01/2025;aFRR;NEG_12_16;0,00;1,65;2,17;0,76;1,75;2,17;-80,00;;0,00;1,10;1,55;80,00;;;;;;;3544,00
20/01/2025;20/01/2025;aFRR;NEG_16_20;0,00;0,52;0,75;0,20;0,54;0,75;-80,00;;0,00;0,44;0,60;80,00;;;;;;;4302,00
20/01/2025;20/01/2025;aFRR;NEG_20_24;0,00;1,05;1,26;0,50;1,06;1,26;-76,00;;0,00;0,98;1,26;76,00;;;;;;;4253,00
21/01/2025;21/01/2025;aFRR;POS_00_04;1,36;3,01;3,46;2,17;3,03;3,46;4,00;;1,36;2,83;3,42;-4,00;;;;;;;4520,00
21/01/2025;21/01/2025;aFRR;POS_04_08;6,46;16,79;29,48;7,50;16,51;29,48;39,00;;6,46;19,79;29,14;-39,00;;;;;;;3944,00
21/01/2025;21/01/2025;aFRR;POS_08_12;9,84;41,82;80,17;10,00;41,19;80,17;75,00;;9,84;50,97;72,80;-75,00;;;;;;;4388,00
21/01/2025;21/01/2025;aFRR;POS_12_16;5,63;14,81;25,02;5,63;14,41;25,02;65,00;;5,63;19,90;24,86;-65,00;;;;;;;4239,00
21/01/2025;21/01/2025;aFRR;POS_16_20;14,75;82,69;150,09;14,75;80,69;150,00;35,00;;20,25;103,66;150,09;-35,00;;;;;;;4419,00
21/01/2025;21/01/2025;aFRR;POS_20_24;4,77;10,48;18,23;5,00;10,27;16,80;80,00;;4,77;13,32;18,23;-80,00;;;;;;;4877,00
21/01/2025;21/01/2025;aFRR;NEG_00_04;0,00;3,31;4,09;2,00;3,34;4,09;-15,00;;0,00;3,05;4,07;15,00;;;;;;;4182,00
21/01/2025;21/01/2025;aFRR;NEG_04_08;0,00;2,81;3,92;1,80;2,84;3,92;-80,00;;0,00;2,63;3,84;80,00;;;;;;;3677,00
21/01/2025;21/01/2025;aFRR;NEG_08_12;0,00;1,18;1,65;0,65;1,25;1,65;-80,00;;0,00;0,81;1,01;80,00;;;;;;;3927,00
21/01/2025;21/01/2025;aFRR;NEG_12_16;0,00;1,52;1,90;0,80;1,60;1,90;-80,00;;0,00;1,09;1,41;80,00;;;;;;;3562,00
21/01/2025;21/01/2025;aFRR;NEG_16_20;0,00;0,48;1,00;0,20;0,50;1,00;-80,00;;0,00;0,36;0,49;80,00;;;;;;;4379,00
21/01/2025;21/01/2025;aFRR;NEG_20_24;0,00;1,01;1,50;0,60;1,05;1,50;-80,00;;0,00;0,79;1,00;80,00;;;;;;;4321,00
22/01/2025;22/01/2025;aFRR;POS_00_04;1,61;2,90;3,17;2,07;2,93;3,17;-24,00;;1,61;2,73;3,16;24,00;;;;;;;4436,00
22/01/2025;22/01/2025;aFRR;POS_04_08;8,80;16,69;22,58;9,80;16,38;22,58;-25,00;;8,80;19,09;22,48;25,00;;;;;;;4151,00
22/01/2025;22/01/2025;aFRR;POS_08_12;20,82;37,57;48,70;26,50;37,18;47,63;80,00;;20,82;43,31;48,70;-80,00;;;;;;;4458,00
22/01/2025;22/01/2025;aFRR;POS_12_16;7,59;13,98;18,22;9,80;13,95;17,01;80,00;;7,59;14,43;18,22;-80,00;;;;;;;4573,00
22/01/2025;22/01/2025;aFRR;POS_16_20;28,41;51,20;78,59;28,41;50,14;61,14;80,00;;45,48;66,51;78,59;-80,00;;;;;;;4614,00
22/01/2025;22/01/2025;aFRR;POS_20_24;4,60;9,09;11,74;7,30;9,11;11,74;-80,00;;4,60;9,00;11,50;80,00;;;;;;;4579,00
22/01/2025;22/01/2025;aFRR;NEG_00_04;0,00;3,09;3,51;2,00;3,13;3,51;25,00;;0,00;2,71;3,50;-25,00;;;;;;;4221,00
22/01/2025;22/01/2025;aFRR;NEG_04_08;0,00;2,85;3,34;1,66;2,89;3,34;-18,00;;0,00;2,58;3,32;18,00;;;;;;;3674,00
22/01/2025;22/01/2025;aFRR;NEG_08_12;0,00;1,12;1,33;0,90;1,17;1,33;-80,00;;0,00;0,87;1,07;80,00;;;;;;;4163,00
22/01/2025;22/01/2025;aFRR;NEG_12_16;0,00;1,31;1,53;0,80;1,36;1,53;-80,00;;0,00;1,05;1,23;80,00;;;;;;;3478,00
22/01/2025;22/01/2025;aFRR;NEG_16_20;0,00;0,60;0,86;0,30;0,64;0,86;-80,00;;0,00;0,39;0,59;80,00;;;;;;;4245,00
22/01/2025;22/01/2025;aFRR;NEG_20_24;0,00;1,09;1,42;0,80;1,14;1,42;-80,00;;0,00;0,85;1,35;80,00;;;;;;;4333,00
23/01/2025;23/01/2025;aFRR;POS_00_04;0,00;2,66;2,89;0,00;2,69;2,89;-32,00;;1,44;2,42;2,86;32,00;;;;;;;4318,00
23/01/2025;23/01/2025;aFRR;POS_04_08;8,23;13,82;15,89;8,23;13,85;15,89;32,00;;9,15;13,56;15,80;-32,00;;;;;;;4482,00
23/01/2025;23/01/2025;aFRR;POS_08_12;15,02;26,35;29,65;15,02;26,40;29,65;65,00;;16,98;25,72;29,61;-65,00;;;;;;;4551,00
23/01/2025;23/01/2025;aFRR;POS_12_16;6,90;12,31;15,98;6,90;12,32;15,98;-49,00;;6,94;12,28;15,98;49,00;;;;;;;4148,00
23/01/2025;23/01/2025;aFRR;POS_16_20;15,50;29,18;43,32;15,50;28,70;33,70;80,00;;20,10;35,93;43,32;-80,00;;;;;;;4558,00
23/01/2025;23/01/2025;aFRR;POS_20_24;4,16;7,62;8,93;4,76;7,76;8,93;-80,00;;4,16;6,78;8,30;80,00;;;;;;;4511,00
23/01/2025;23/01/2025;aFRR;NEG_00_04;0,00;3,00;3,99;0,00;3,05;3,95;-29,00;;0,00;2,67;3,99;29,00;;;;;;;4417,00
23/01/2025;23/01/2025;aFRR;NEG_04_08;0,00;2,86;3,79;0,00;2,90;3,79;-17,00;;0,00;2,60;3,72;17,00;;;;;;;3736,00
23/01/2025;23/01/2025;aFRR;NEG_08_12;0,00;1,21;2,08;0,00;1,27;2,08;-80,00;;0,00;0,87;1,18;80,00;;;;;;;3638,00
23/01/2025;23/01/2025;aFRR;NEG_12_16;0,00;1,53;2,29;0,00;1,60;2,29;-41,00;;0,00;1,08;2,09;41,00;;;;;;;3207,00
23/01/2025;23/01/2025;aFRR;NEG_16_20;0,00;0,69;1,25;0,00;0,72;1,25;-80,00;;0,00;0,52;0,91;80,00;;;;;;;3860,00
23/01/2025;23/01/2025;aFRR;NEG_20_24;0,00;2,10;4,00;0,00;2,21;4,00;-16,00;;0,00;1,30;3,98;16,00;;;;;;;4042,00
24/01/2025;24/01/2025;aFRR;POS_00_04;0,00;2,22;2,62;0,00;2,23;2,62;-10,00;;1,27;2,12;2,59;10,00;;;;;;;4749,00
24/01/2025;24/01/2025;aFRR;POS_04_08;0,00;10,30;11,76;0,00;10,35;11,76;-51,00;;5,71;9,91;11,74;51,00;;;;;;;4297,00
24/01/2025;24/01/2025;aFRR;POS_08_12;0,00;18,03;21,63;0,00;18,01;20,76;80,00;;12,16;18,39;21,63;-80,00;;;;;;;4647,00
24/01/2025;24/01/2025;aFRR;POS_12_16;0,00;9,91;11,20;0,00;9,96;11,20;56,00;;4,41;9,27;11,20;-56,00;;;;;;;4628,00
24/01/2025;24/01/2025;aFRR;POS_16_20;0,00;18,05;26,87;0,00;17,77;19,00;80,00;;13,17;21,91;26,87;-80,00;;;;;;;4671,00
24/01/2025;24/01/2025;aFRR;POS_20_24;0,00;6,31;7,43;0,00;6,44;7,43;-80,00;;3,06;5,47;6,56;80,00;;;;;;;4744,00
24/01/2025;24/01/2025;aFRR;NEG_00_04;0,00;10,82;25,42;0,00;11,92;25,42;-66,00;;0,00;4,25;21,23;66,00;;;;;;;3559,00
24/01/2025;24/01/2025;aFRR;NEG_04_08;0,00;6,68;12,00;0,00;7,15;12,00;-36,00;;0,00;3,53;11,90;36,00;;;;;;;3316,00
24/01/2025;24/01/2025;aFRR;NEG_08_12;0,00;1,63;2,33;0,00;1,74;2,33;-70,00;;0,00;0,98;2,33;70,00;;;;;;;3776,00
24/01/2025;24/01/2025;aFRR;NEG_12_16;0,00;2,29;4,87;0,00;2,38;4,87;-41,00;;0,00;1,68;4,50;41,00;;;;;;;3447,00
24/01/2025;24/01/2025;aFRR;NEG_16_20;0,00;1,05;2,00;0,00;1,11;2,00;-80,00;;0,00;0,68;1,39;80,00;;;;;;;3673,00
24/01/2025;24/01/2025;aFRR;NEG_20_24;0,00;3,37;8,66;0,00;3,52;8,66;-49,00;;0,00;2,40;5,68;49,00;;;;;;;3652,00
25/01/2025;25/01/2025;aFRR;POS_00_04;0,98;2,15;2,41;0,98;2,18;2,41;-18,00;;0,99;1,92;2,38;18,00;;;;;;;4436,00
25/01/2025;25/01/2025;aFRR;POS_04_08;3,82;8,18;8,90;3,82;8,23;8,68;80,00;;4,14;7,46;8,90;-80,00;;;;;;;4758,00
25/01/2025;25/01/2025;aFRR;POS_08_12;5,71;11,88;15,29;5,71;11,87;12,98;80,00;;7,92;11,97;15,29;-80,00;;;;;;;5081,00
25/01/2025;25/01/2025;aFRR;POS_12_16;3,08;7,68;8,34;3,08;7,72;8,25;80,00;;4,48;7,10;8,34;-80,00;;;;;;;5022,00
25/01/2025;25/01/2025;aFRR;POS_16_20;5,23;15,09;18,00;5,23;15,23;18,00;-12,00;;8,15;14,04;18,00;12,00;;;;;;;4825,00
25/01/2025;25/01/2025;aFRR;POS_20_24;2,33;5,87;7,13;2,79;5,97;7,13;-41,00;;2,33;5,19;7,11;41,00;;;;;;;4688,00
25/01/2025;25/01/2025;aFRR;NEG_00_04;0,00;10,05;12,39;4,00;10,31;12,39;20,00;;0,00;7,63;12,30;-20,00;;;;;;;4525,00
25/01/2025;25/01/2025;aFRR;NEG_04_08;0,00;6,57;7,57;3,90;6,78;7,57;-13,00;;0,00;5,04;7,48;13,00;;;;;;;4292,00
25/01/2025;25/01/2025;aFRR;NEG_08_12;0,00;1,66;2,08;0,76;1,72;2,08;-60,00;;0,00;1,26;1,99;60,00;;;;;;;4307,00
25/01/2025;25/01/2025;aFRR;NEG_12_16;0,00;2,23;3,28;1,00;2,26;3,19;-21,00;;0,00;2,04;3,28;21,00;;;;;;;4301,00
25/01/2025;25/01/2025;aFRR;NEG_16_20;0,00;1,13;1,31;0,40;1,18;1,31;-80,00;;0,00;0,86;1,26;80,00;;;;;;;4881,00
25/01/2025;25/01/2025;aFRR;NEG_20_24;0,00;2,98;3,50;1,00;3,03;3,50;33,00;;0,00;2,50;3,48;-33,00;;;;;;;4814,00
26/01/2025;26/01/2025;aFRR;POS_00_04;0,78;2,09;2,47;0,78;2,11;2,47;6,00;;1,04;1,93;2,46;-6,00;;;;;;;4302,00
26/01/2025;26/01/2025;aFRR;POS_04_08;2,82;6,50;7,38;2,82;6,63;7,38;-42,00;;2,97;5,62;7,26;42,00;;;;;;;4896,00
26/01/2025;26/01/2025;aFRR;POS_08_12;4,22;9,25;10,56;4,22;9,27;10,56;68,00;;5,47;9,01;10,50;-68,00;;;;;;;4997,00
26/01/2025;26/01/2025;aFRR;POS_12_16;2,68;6,05;6,75;2,68;6,14;6,73;-46,00;;2,93;5,44;6,75;46,00;;;;;;;4680,00
26/01/2025;26/01/2025;aFRR;POS_16_20;4,95;12,56;14,81;4,95;12,67;14,81;-22,00;;6,47;11,70;14,76;22,00;;;;;;;5082,00
26/01/2025;26/01/2025;aFRR;POS_20_24;2,32;5,26;6,37;2,32;5,27;6,37;-80,00;;2,76;5,21;6,22;80,00;;;;;;;4431,00
26/01/2025;26/01/2025;aFRR;NEG_00_04;0,00;6,22;7,97;2,00;6,25;7,97;32,00;;0,00;5,88;7,90;-32,00;;;;;;;4502,00
26/01/2025;26/01/2025;aFRR;NEG_04_08;0,00;4,58;5,26;2,00;4,66;5,26;-6,00;;0,00;3,90;5,20;6,00;;;;;;;4316,00
26/01/2025;26/01/2025;aFRR;NEG_08_12;0,00;1,44;1,60;0,57;1,47;1,60;22,00;;0,00;1,13;1,60;-22,00;;;;;;;4263,00
26/01/2025;26/01/2025;aFRR;NEG_12_16;0,00;2,12;3,16;0,88;2,15;3,16;-19,00;;0,00;1,92;3,00;19,00;;;;;;;4129,00
26/01/2025;26/01/2025;aFRR;NEG_16_20;0,00;1,02;1,28;0,30;1,04;1,28;-52,00;;0,00;0,89;1,26;52,00;;;;;;;4863,00
26/01/2025;26/01/2025;aFRR;NEG_20_24;0,00;4,31;8,18;0,80;4,58;8,18;-72,00;;0,00;2,77;7,80;72,00;;;;;;;4093,00
27/01/2025;27/01/2025;aFRR;POS_00_04;0,98;1,92;2,19;1,00;1,93;2,19;61,00;;0,98;1,77;2,17;-61,00;;;;;;;4119,00
27/01/2025;27/01/2025;aFRR;POS_04_08;2,42;5,62;6,48;4,99;5,71;6,48;15,00;;2,42;4,73;6,40;-15,00;;;;;;;3643,00
27/01/2025;27/01/2025;aFRR;POS_08_12;4,05;8,05;11,39;6,63;8,09;11,39;-35,00;;4,05;7,74;10,99;35,00;;;;;;;4056,00
27/01/2025;27/01/2025;aFRR;POS_12_16;2,23;5,19;6,90;4,20;5,30;6,90;-50,00;;2,23;4,43;6,31;50,00;;;;;;;3799,00
27/01/2025;27/01/2025;aFRR;POS_16_20;4,54;12,60;28,96;9,81;12,69;28,96;-80,00;;4,54;12,03;16,86;80,00;;;;;;;3813,00
27/01/2025;27/01/2025;aFRR;POS_20_24;2,29;5,09;6,27;4,10;5,17;6,27;-80,00;;2,29;4,63;6,16;80,00;;;;;;;4011,00
