DATE_FROM;DATE_TO;TYPE_OF_RESERVES;PRODUCT;TOTAL_MIN_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];TOTAL_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MIN_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];GERMANY_IMPORT(-)_EXPORT(+)_[MW];AUSTRIA_MIN_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_AVERAGE_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_MARGINAL_CAPACITY_PRICE_[(EUR/MW)/h];AUSTRIA_IMPORT(-)_EXPORT(+)_[MW];GERMANY_SUM_OF_OFFERED_CAPACITY_[MW]
12/11/2023;12/11/2023;aFRR;NEG_12_16;0,77;8,35;9,41;4,40;8,38;9,41;-27,00;0,77;8,12;9,39;27,00;3204,00
12/11/2023;12/11/2023;aFRR;NEG_16_20;0,22;2,56;3,04;1,10;2,64;3,04;-80,00;0,22;2,06;2,47;80,00;3271,00
12/11/2023;12/11/2023;aFRR;NEG_20_24;0,26;2,89;4,00;1,10;2,90;4,00;-57,00;0,26;2,84;4,00;57,00;3209,00
13/11/2023;13/11/2023;aFRR;POS_00_04;1,87;3,73;5,00;3,00;3,78;5,00;30,00;1,87;3,18;5,00;-30,00;3597,00
13/11/2023;13/11/2023;aFRR;POS_04_08;2,04;5,22;7,39;4,00;5,41;7,39;-80,00;2,04;4,03;5,57;80,00;3508,00
13/11/2023;13/11/2023;aFRR;POS_08_12;3,01;8,89;16,64;5,87;9,20;16,64;-64,00;3,01;6,54;14,71;64,00;3675,00
13/11/2023;13/11/2023;aFRR;POS_12_16;2,42;5,59;7,50;4,93;5,76;7,50;-80,00;2,42;4,43;5,50;80,00;3945,00
13/11/2023;13/11/2023;aFRR;POS_16_20;6,89;14,51;16,77;13,08;14,70;16,77;-80,00;6,89;13,25;16,74;80,00;4340,00
13/11/2023;13/11/2023;aFRR;POS_20_24;2,93;5,72;7,72;5,00;5,79;7,72;-80,00;2,93;5,28;6,46;80,00;3741,00
13/11/2023;13/11/2023;aFRR;NEG_00_04;0,84;9,23;10,13;7,50;9,25;10,13;43,00;0,84;8,97;10,12;-43,00;3251,00
13/11/2023;13/11/2023;aFRR;NEG_04_08;0,65;6,69;7,40;5,40;6,73;7,37;80,00;0,65;6,15;7,40;-80,00;3337,00
13/11/2023;13/11/2023;aFRR;NEG_08_12;0,50;4,44;5,06;3,30;4,49;5,06;-80,00;0,50;4,09;4,90;80,00;3417,00
13/11/2023;13/11/2023;aFRR;NEG_12_16;0,72;6,69;8,24;4,30;6,69;8,24;-33,00;0,72;6,66;8,20;33,00;3191,00
13/11/2023;13/11/2023;aFRR;NEG_16_20;0,24;2,73;6,69;1,60;2,84;6,69;-80,00;0,24;2,01;2,92;80,00;2877,00
13/11/2023;13/11/2023;aFRR;NEG_20_24;0,28;6,96;36,61;1,98;7,34;36,61;-80,00;0,28;4,54;16,77;80,00;3099,00
14/11/2023;14/11/2023;aFRR;POS_00_04;1,92;3,70;4,50;2,51;3,72;4,50;39,00;1,92;3,44;4,50;-39,00;3560,00
14/11/2023;14/11/2023;aFRR;POS_04_08;2,68;4,93;5,76;3,62;4,96;5,76;-11,00;2,68;4,64;5,69;11,00;3489,00
14/11/2023;14/11/2023;aFRR;POS_08_12;3,50;8,43;10,32;3,50;8,48;10,32;-6,00;4,45;7,90;10,23;6,00;4149,00
14/11/2023;14/11/2023;aFRR;POS_12_16;2,81;5,50;6,43;3,58;5,59;6,43;-62,00;2,81;4,87;6,38;62,00;3781,00
14/11/2023;14/11/2023;aFRR;POS_16_20;7,33;15,04;18,90;10,20;15,29;18,90;-80,00;7,33;13,26;16,00;80,00;3974,00
14/11/2023;14/11/2023;aFRR;POS_20_24;2,49;6,18;7,34;4,25;6,38;7,34;-80,00;2,49;4,98;6,14;80,00;3896,00
14/11/2023;14/11/2023;aFRR;NEG_00_04;0,80;29,62;58,61;6,40;31,83;58,61;-57,00;0,80;14,57;58,01;57,00;2932,00
14/11/2023;14/11/2023;aFRR;NEG_04_08;0,60;20,02;35,10;4,30;21,60;35,10;-51,00;0,60;8,71;29,93;51,00;2958,00
14/11/2023;14/11/2023;aFRR;NEG_08_12;0,38;7,19;14,55;3,00;7,61;14,55;-80,00;0,38;4,50;5,91;80,00;2541,00
14/11/2023;14/11/2023;aFRR;NEG_12_16;0,46;8,29;12,90;4,40;8,46;12,90;-80,00;0,46;7,21;9,90;80,00;2984,00
14/11/2023;14/11/2023;aFRR;NEG_16_20;0,25;3,43;4,34;1,91;3,63;4,34;-80,00;0,25;2,22;3,00;80,00;3276,00
14/11/2023;14/11/2023;aFRR;NEG_20_24;0,45;6,25;9,75;2,50;6,45;9,75;-71,00;0,45;4,85;8,88;71,00;3157,00
15/11/2023;15/11/2023;aFRR;POS_00_04;1,86;3,93;4,74;3,00;3,97;4,74;46,00;1,86;3,53;4,66;-46,00;3461,00
15/11/2023;15/11/2023;aFRR;POS_04_08;2,37;5,43;7,07;3,00;5,56;7,07;-80,00;2,37;4,59;6,04;80,00;3567,00
15/11/2023;15/11/2023;aFRR;POS_08_12;4,26;8,68;10,64;5,85;8,81;10,64;-80,00;4,26;7,81;9,63;80,00;4117,00
15/11/2023;15/11/2023;aFRR;POS_12_16;2,76;5,60;6,43;4,00;5,68;6,43;-80,00;2,76;5,04;6,15;80,00;3874,00
15/11/2023;15/11/2023;aFRR;POS_16_20;7,72;15,86;18,76;12,00;16,14;18,76;-80,00;7,72;14,04;17,87;80,00;4147,00
15/11/2023;15/11/2023;aFRR;POS_20_24;3,67;6,23;6,91;4,78;6,31;6,91;-8,00;3,67;5,53;6,84;8,00;4023,00
15/11/2023;15/11/2023;aFRR;NEG_00_04;2,93;20,19;24,61;9,94;20,77;24,61;-61,00;2,93;16,34;24,57;61,00;3336,00
15/11/2023;15/11/2023;aFRR;NEG_04_08;1,91;13,47;16,34;6,50;13,80;16,34;-58,00;1,91;11,29;16,00;58,00;3624,00
15/11/2023;15/11/2023;aFRR;NEG_08_12;0,74;6,37;7,71;4,00;6,72;7,71;-80,00;0,74;4,21;5,00;80,00;2788,00
15/11/2023;15/11/2023;aFRR;NEG_12_16;0,87;7,30;8,87;3,20;7,41;8,87;-80,00;0,87;6,66;8,00;80,00;2923,00
15/11/2023;15/11/2023;aFRR;NEG_16_20;0,37;2,86;3,34;1,10;2,97;3,34;-80,00;0,37;2,16;2,57;80,00;3337,00
15/11/2023;15/11/2023;aFRR;NEG_20_24;0,62;5,35;6,44;2,55;5,40;6,44;-52,00;0,62;4,96;6,44;52,00;3430,00
16/11/2023;16/11/2023;aFRR;POS_00_04;2,10;3,91;4,48;3,20;3,94;4,48;9,00;2,10;3,67;4,47;-9,00;3464,00
16/11/2023;16/11/2023;aFRR;POS_04_08;2,92;5,76;6,62;4,00;5,84;6,62;-61,00;2,92;5,25;6,61;61,00;3419,00
16/11/2023;16/11/2023;aFRR;POS_08_12;4,43;8,90;10,11;6,84;9,04;10,11;-80,00;4,43;7,99;9,74;80,00;4070,00
16/11/2023;16/11/2023;aFRR;POS_12_16;2,70;6,37;7,94;4,00;6,52;7,94;-80,00;2,70;5,34;6,75;80,00;3850,00
16/11/2023;16/11/2023;aFRR;POS_16_20;7,98;20,09;26,72;12,88;19,80;26,72;-48,00;7,98;22,33;26,51;48,00;4067,00
16/11/2023;16/11/2023;aFRR;POS_20_24;3,04;6,26;7,26;4,00;6,34;7,26;-30,00;3,04;5,60;7,23;30,00;4159,00
16/11/2023;16/11/2023;aFRR;NEG_00_04;1,59;16,73;19,80;9,00;16,95;19,80;-76,00;1,59;15,32;19,80;76,00;3590,00
16/11/2023;16/11/2023;aFRR;NEG_04_08;1,15;10,90;12,50;7,70;10,99;12,50;-55,00;1,15;10,23;12,50;55,00;3706,00
16/11/2023;16/11/2023;aFRR;NEG_08_12;0,60;4,99;5,71;3,30;5,18;5,71;-80,00;0,60;3,81;4,51;80,00;3157,00
16/11/2023;16/11/2023;aFRR;NEG_12_16;0,65;5,74;6,50;3,10;5,78;6,50;-68,00;0,65;5,45;6,48;68,00;3239,00
16/11/2023;16/11/2023;aFRR;NEG_16_20;0,22;2,21;2,62;1,66;2,27;2,62;-80,00;0,22;1,83;2,10;80,00;3545,00
16/11/2023;16/11/2023;aFRR;NEG_20_24;0,45;4,13;5,01;2,61;4,15;5,01;-80,00;0,45;4,00;5,00;80,00;3499,00
17/11/2023;17/11/2023;aFRR;POS_00_04;1,96;4,06;4,97;3,00;4,08;4,97;-80,00;1,96;3,95;4,88;80,00;3474,00
17/11/2023;17/11/2023;aFRR;POS_04_08;3,09;5,93;6,69;4,00;6,02;6,69;-80,00;3,09;5,41;6,53;80,00;3691,00
17/11/2023;17/11/2023;aFRR;POS_08_12;4,53;9,05;10,50;6,85;9,16;10,50;-80,00;4,53;8,28;9,96;80,00;3946,00
17/11/2023;17/11/2023;aFRR;POS_12_16;3,76;6,22;6,82;4,00;6,28;6,82;-31,00;3,76;5,69;6,78;31,00;3993,00
17/11/2023;17/11/2023;aFRR;POS_16_20;11,50;21,06;23,10;12,00;21,22;23,10;3,00;11,50;19,48;22,98;-3,00;4161,00
17/11/2023;17/11/2023;aFRR;POS_20_24;2,98;6,52;8,43;4,00;6,61;8,43;-80,00;2,98;5,96;7,60;80,00;4049,00
17/11/2023;17/11/2023;aFRR;NEG_00_04;1,29;13,17;15,00;6,53;13,18;15,00;27,00;1,29;13,03;15,00;-27,00;3812,00
17/11/2023;17/11/2023;aFRR;NEG_04_08;0,78;8,61;9,64;4,88;8,63;9,64;11,00;0,78;8,38;9,60;-11,00;3752,00
17/11/2023;17/11/2023;aFRR;NEG_08_12;0,37;3,77;4,24;2,23;3,86;4,24;-80,00;0,37;3,24;3,90;80,00;3112,00
17/11/2023;17/11/2023;aFRR;NEG_12_16;0,45;4,44;4,94;2,65;4,44;4,94;55,00;0,45;4,36;4,90;-55,00;3109,00
17/11/2023;17/11/2023;aFRR;NEG_16_20;0,16;1,77;1,98;1,13;1,81;1,98;-80,00;0,16;1,51;1,80;80,00;3507,00
17/11/2023;17/11/2023;aFRR;NEG_20_24;0,30;3,50;3,86;2,10;3,51;3,86;26,00;0,30;3,43;3,86;-26,00;3638,00
18/11/2023;18/11/2023;aFRR;POS_00_04;2,13;4,15;6,20;3,00;4,21;6,20;-80,00;2,13;3,84;4,53;80,00;3792,00
18/11/2023;18/11/2023;aFRR;POS_04_08;3,00;5,34;6,13;3,00;5,37;6,13;-69,00;3,11;5,12;6,12;69,00;3883,00
18/11/2023;18/11/2023;aFRR;POS_08_12;3,98;7,85;8,58;5,00;7,92;8,58;6,00;3,98;7,23;8,57;-6,00;4463,00
18/11/2023;18/11/2023;aFRR;POS_12_16;2,80;5,60;6,51;3,00;5,68;6,51;-80,00;2,80;5,03;6,14;80,00;4310,00
18/11/2023;18/11/2023;aFRR;POS_16_20;9,68;16,40;17,72;13,00;16,48;17,72;75,00;9,68;15,09;17,68;-75,00;4491,00
18/11/2023;18/11/2023;aFRR;POS_20_24;2,98;7,42;16,64;4,00;7,66;16,64;-80,00;2,98;5,87;7,38;80,00;3823,00
18/11/2023;18/11/2023;aFRR;NEG_00_04;0,98;10,18;11,70;5,36;10,19;11,70;30,00;0,98;10,09;11,67;-30,00;3626,00
18/11/2023;18/11/2023;aFRR;NEG_04_08;0,61;7,28;8,56;3,20;7,28;8,56;-62,00;0,61;7,27;8,51;62,00;3626,00
18/11/2023;18/11/2023;aFRR;NEG_08_12;0,27;3,92;5,22;1,52;4,08;5,22;-80,00;0,27;2,90;3,53;80,00;3075,00
18/11/2023;18/11/2023;aFRR;NEG_12_16;0,32;4,35;6,00;1,77;4,43;6,00;-80,00;0,32;3,86;5,10;80,00;3364,00
18/11/2023;18/11/2023;aFRR;NEG_16_20;0,13;2,73;4,30;0,71;2,92;4,30;-80,00;0,13;1,52;2,15;80,00;3088,00
18/11/2023;18/11/2023;aFRR;NEG_20_24;0,30;6,95;12,32;1,10;7,55;12,32;-80,00;0,30;3,22;7,10;80,00;3281,00
19/11/2023;19/11/2023;aFRR;POS_00_04;2,05;4,49;5,79;3,00;4,59;5,79;-24,00;2,05;3,72;5,38;24,00;3425,00
19/11/2023;19/11/2023;aFRR;POS_04_08;2,40;5,16;6,86;3,00;5,20;6,86;-4,00;2,40;4,83;6,23;4,00;3540,00
19/11/2023;19/11/2023;aFRR;POS_08_12;3,40;7,15;8,36;4,83;7,20;8,36;-80,00;3,40;6,76;8,00;80,00;3430,00
19/11/2023;19/11/2023;aFRR;POS_12_16;2,50;5,17;6,66;3,00;5,20;6,66;-19,00;2,50;4,84;6,65;19,00;3489,00
19/11/2023;19/11/2023;aFRR;POS_16_20;5,85;14,83;17,81;10,00;15,33;17,81;-80,00;5,85;11,40;13,93;80,00;4010,00
19/11/2023;19/11/2023;aFRR;POS_20_24;2,98;8,35;10,80;4,00;8,72;10,80;-80,00;2,98;5,97;8,04;80,00;3937,00
19/11/2023;19/11/2023;aFRR;NEG_00_04;0,76;25,55;34,39;7,70;27,08;34,39;-58,00;0,76;15,00;33,90;58,00;3199,00
19/11/2023;19/11/2023;aFRR;NEG_04_08;0,61;26,67;39,88;5,40;28,83;39,88;-67,00;0,61;12,42;35,90;67,00;3112,00
19/11/2023;19/11/2023;aFRR;NEG_08_12;0,37;16,16;24,20;2,00;17,84;24,20;-80,00;0,37;5,31;21,00;80,00;3256,00
19/11/2023;19/11/2023;aFRR;NEG_12_16;0,39;23,57;34,45;2,00;26,03;34,45;-78,00;0,39;8,20;33,00;78,00;3251,00
19/11/2023;19/11/2023;aFRR;NEG_16_20;0,26;6,13;10,88;1,60;6,76;10,88;-80,00;0,26;2,21;5,88;80,00;3270,00
19/11/2023;19/11/2023;aFRR;NEG_20_24;0,69;7,84;10,75;2,00;8,20;10,75;-80,00;0,69;5,63;10,00;80,00;3103,00
20/11/2023;20/11/2023;aFRR;POS_00_04;2,37;4,62;5,38;3,75;4,71;5,38;-17,00;2,37;3,83;5,36;17,00;3942,00
20/11/2023;20/11/2023;aFRR;POS_04_08;2,30;6,27;7,34;5,00;6,52;7,34;-80,00;2,30;4,66;5,79;80,00;3840,00
20/11/2023;20/11/2023;aFRR;POS_08_12;3,21;8,50;10,85;6,10;8,79;10,85;-80,00;3,21;6,41;7,70;80,00;4006,00
20/11/2023;20/11/2023;aFRR;POS_12_16;2,33;6,46;7,62;5,00;6,73;7,62;-80,00;2,33;4,59;5,62;80,00;3795,00
20/11/2023;20/11/2023;aFRR;POS_16_20;6,50;20,82;27,90;12,01;21,86;27,90;-80,00;6,50;13,89;17,53;80,00;4106,00
20/11/2023;20/11/2023;aFRR;POS_20_24;3,48;8,37;9,70;5,23;8,58;9,70;-1,00;3,48;6,44;9,65;1,00;4216,00
20/11/2023;20/11/2023;aFRR;NEG_00_04;2,71;19,97;25,83;8,10;21,03;25,83;-80,00;2,71;13,08;22,30;80,00;2980,00
20/11/2023;20/11/2023;aFRR;NEG_04_08;2,73;17,71;23,30;5,20;18,79;23,30;-55,00;2,73;10,53;23,00;55,00;3125,00
20/11/2023;20/11/2023;aFRR;NEG_08_12;2,00;8,71;13,47;2,00;9,34;13,47;-78,00;2,01;4,65;11,90;78,00;3131,00
20/11/2023;20/11/2023;aFRR;NEG_12_16;2,00;10,84;15,64;2,00;11,59;15,64;-53,00;2,50;5,85;15,50;53,00;3395,00
20/11/2023;20/11/2023;aFRR;NEG_16_20;0,66;4,05;5,38;0,95;4,37;5,38;-80,00;0,66;2,04;3,68;80,00;3379,00
20/11/2023;20/11/2023;aFRR;NEG_20_24;0,87;5,55;7,24;2,00;5,65;7,24;-73,00;0,87;4,88;7,00;73,00;3319,00
21/11/2023;21/11/2023;aFRR;POS_00_04;2,00;4,50;5,09;3,65;4,54;5,09;-31,00;2,00;4,17;5,08;31,00;3873,00
21/11/2023;21/11/2023;aFRR;POS_04_08;3,26;6,74;8,47;4,00;6,88;8,47;-80,00;3,26;5,83;8,07;80,00;3643,00
21/11/2023;21/11/2023;aFRR;POS_08_12;4,91;9,64;13,29;5,55;9,84;13,29;-80,00;4,91;8,22;10,67;80,00;3852,00
21/11/2023;21/11/2023;aFRR;POS_12_16;3,39;6,65;8,70;5,00;6,78;8,70;-80,00;3,39;5,79;7,33;80,00;3888,00
21/11/2023;21/11/2023;aFRR;POS_16_20;9,00;21,66;24,36;14,00;21,96;24,36;-14,00;9,00;18,89;24,09;14,00;3876,00
21/11/2023;21/11/2023;aFRR;POS_20_24;4,25;7,91;8,69;5,85;8,01;8,69;11,00;4,25;7,01;8,60;-11,00;4151,00
21/11/2023;21/11/2023;aFRR;NEG_00_04;1,43;14,75;16,54;6,39;15,04;16,54;-54,00;1,43;12,77;16,50;54,00;3495,00
21/11/2023;21/11/2023;aFRR;NEG_04_08;1,38;12,87;14,51;5,20;13,27;14,51;-50,00;1,38;9,94;14,50;50,00;3669,00
21/11/2023;21/11/2023;aFRR;NEG_08_12;0,70;6,19;7,38;2,70;6,40;7,38;-80,00;0,70;4,88;6,43;80,00;3621,00
21/11/2023;21/11/2023;aFRR;NEG_12_16;0,83;6,98;8,11;2,70;7,06;8,11;-17,00;0,83;6,29;8,00;17,00;3588,00
21/11/2023;21/11/2023;aFRR;NEG_16_20;0,34;3,08;3,64;0,95;3,26;3,64;-80,00;0,34;1,94;2,60;80,00;3656,00
21/11/2023;21/11/2023;aFRR;NEG_20_24;0,42;4,21;5,00;1,79;4,26;5,00;-76,00;0,42;3,88;4,98;76,00;3435,00
22/11/2023;22/11/2023;aFRR;POS_00_04;2,24;4,27;4,65;3,00;4,30;4,65;-51,00;2,24;4,03;4,62;51,00;3848,00
22/11/2023;22/11/2023;aFRR;POS_04_08;3,61;6,91;8,00;4,00;6,94;8,00;-63,00;3,61;6,68;7,92;63,00;3589,00
22/11/2023;22/11/2023;aFRR;POS_08_12;5,22;11,24;15,00;6,00;11,37;15,00;-80,00;5,22;10,37;12,80;80,00;3865,00
22/11/2023;22/11/2023;aFRR;POS_12_16;3,25;6,34;7,20;4,00;6,39;7,20;-54,00;3,25;6,03;7,13;54,00;4010,00
22/11/2023;22/11/2023;aFRR;POS_16_20;10,76;17,87;19,65;14,00;17,95;19,65;65,00;10,76;16,76;19,51;-65,00;4054,00
22/11/2023;22/11/2023;aFRR;POS_20_24;3,81;7,18;7,75;5,85;7,26;7,75;-44,00;3,81;6,65;7,72;44,00;3804,00
22/11/2023;22/11/2023;aFRR;NEG_00_04;1,15;10,48;11,88;5,00;10,55;11,88;-22,00;1,15;9,98;11,80;22,00;3608,00
22/11/2023;22/11/2023;aFRR;NEG_04_08;1,01;9,38;10,56;5,00;9,49;10,56;-68,00;1,01;8,64;10,50;68,00;3481,00
22/11/2023;22/11/2023;aFRR;NEG_08_12;0,53;4,42;5,30;2,00;4,51;5,30;-80,00;0,53;3,87;4,80;80,00;2970,00
22/11/2023;22/11/2023;aFRR;NEG_12_16;0,59;5,10;5,89;2,90;5,15;5,89;-26,00;0,59;4,70;5,81;26,00;3018,00
22/11/2023;22/11/2023;aFRR;NEG_16_20;0,25;2,40;2,96;1,00;2,53;2,96;-80,00;0,25;1,55;1,90;80,00;3297,00
22/11/2023;22/11/2023;aFRR;NEG_20_24;0,31;4,75;9,90;1,79;4,97;9,90;-80,00;0,31;3,35;4,66;80,00;3397,00
23/11/2023;23/11/2023;aFRR;POS_00_04;1,75;10,10;37,35;2,80;11,11;37,35;-80,00;1,75;3,88;6,22;80,00;3087,00
23/11/2023;23/11/2023;aFRR;POS_04_08;3,50;19,93;58,66;3,97;22,12;58,66;-80,00;3,50;5,97;7,48;80,00;3090,00
23/11/2023;23/11/2023;aFRR;POS_08_12;5,00;38,55;183,50;5,00;42,68;183,50;-80,00;5,00;9,86;13,49;80,00;3253,00
23/11/2023;23/11/2023;aFRR;POS_12_16;3,00;50,27;227,65;4,00;56,86;227,65;-80,00;3,00;5,14;6,35;80,00;3126,00
23/11/2023;23/11/2023;aFRR;POS_16_20;7,34;20,19;33,00;11,12;21,22;33,00;-80,00;7,34;13,42;16,53;80,00;3680,00
23/11/2023;23/11/2023;aFRR;POS_20_24;3,21;32,18;281,68;4,50;36,43;281,68;-80,00;3,21;5,59;6,81;80,00;3305,00
23/11/2023;23/11/2023;aFRR;NEG_00_04;0,80;46,94;185,00;6,30;53,05;185,00;-80,00;0,80;9,62;19,37;80,00;2779,00
23/11/2023;23/11/2023;aFRR;NEG_04_08;0,72;72,99;235,00;6,30;83,22;235,00;-80,00;0,72;8,49;16,50;80,00;2793,00
23/11/2023;23/11/2023;aFRR;NEG_08_12;0,34;23,43;222,00;2,45;26,45;222,00;-80,00;0,34;4,78;13,10;80,00;2873,00
23/11/2023;23/11/2023;aFRR;NEG_12_16;0,39;33,69;197,40;3,00;38,22;197,40;-80,00;0,39;5,24;14,50;80,00;2958,00
23/11/2023;23/11/2023;aFRR;NEG_16_20;0,17;31,74;198,34;1,00;36,32;198,34;-80,00;0,17;2,05;9,50;80,00;2849,00
23/11/2023;23/11/2023;aFRR;NEG_20_24;0,38;130,03;565,64;3,00;150,12;565,64;-80,00;0,38;4,86;18,12;80,00;2524,00
24/11/2023;24/11/2023;aFRR;POS_00_04;1,98;9,74;13,74;3,00;10,47;13,74;-71,00;1,98;4,94;12,09;71,00;3806,00
24/11/2023;24/11/2023;aFRR;POS_04_08;2,60;15,18;19,73;7,00;16,30;19,73;-41,00;2,60;6,76;14,93;41,00;3713,00
24/11/2023;24/11/2023;aFRR;POS_08_12;6,50;25,88;33,70;11,93;27,64;33,70;-61,00;6,50;12,91;33,53;61,00;4042,00
24/11/2023;24/11/2023;aFRR;POS_12_16;3,00;26,22;38,09;4,00;28,70;38,09;-56,00;3,00;7,80;28,43;56,00;4334,00
24/11/2023;24/11/2023;aFRR;POS_16_20;8,00;18,63;22,36;11,00;19,20;22,36;-66,00;8,00;14,66;22,30;66,00;3951,00
24/11/2023;24/11/2023;aFRR;POS_20_24;3,50;19,14;34,94;5,00;20,71;34,94;-80,00;3,50;9,10;24,44;80,00;3813,00
24/11/2023;24/11/2023;aFRR;NEG_00_04;2,19;41,25;60,05;10,00;45,30;60,05;-80,00;2,19;16,36;36,92;80,00;3337,00
24/11/2023;24/11/2023;aFRR;NEG_04_08;2,62;38,63;62,70;9,00;42,33;62,70;-80,00;2,62;15,19;30,00;80,00;3383,00
24/11/2023;24/11/2023;aFRR;NEG_08_12;1,09;20,86;28,71;8,00;23,36;28,71;-80,00;1,09;5,69;10,70;80,00;3375,00
24/11/2023;24/11/2023;aFRR;NEG_12_16;1,74;27,82;40,67;5,00;31,30;40,67;-80,00;1,74;6,49;12,00;80,00;3099,00
24/11/2023;24/11/2023;aFRR;NEG_16_20;0,73;19,76;34,42;4,00;22,36;34,42;-80,00;0,73;3,53;7,78;80,00;3567,00
24/11/2023;24/11/2023;aFRR;NEG_20_24;2,50;31,50;45,76;5,00;35,21;45,76;-80,00;2,50;8,80;20,20;80,00;3521,00
25/11/2023;25/11/2023;aFRR;POS_00_04;3,38;7,64;9,13;3,50;7,73;9,13;-23,00;3,38;6,91;9,10;23,00;3785,00
25/11/2023;25/11/2023;aFRR;POS_04_08;4,99;11,85;13,68;5,91;12,00;13,68;-61,00;4,99;10,77;13,67;61,00;3732,00
25/11/2023;25/11/2023;aFRR;POS_08_12;8,34;18,30;22,33;8,34;18,39;22,32;10,00;8,49;17,28;22,33;-10,00;4661,00
25/11/2023;25/11/2023;aFRR;POS_12_16;4,62;18,85;23,48;8,00;18,93;23,48;27,00;4,62;17,95;23,44;-27,00;4458,00
25/11/2023;25/11/2023;aFRR;POS_16_20;8,08;16,27;19,24;9,00;16,46;19,24;-64,00;8,08;14,86;19,04;64,00;3987,00
25/11/2023;25/11/2023;aFRR;POS_20_24;5,34;16,05;19,69;10,71;16,21;19,69;-44,00;5,34;14,77;19,49;44,00;3886,00
25/11/2023;25/11/2023;aFRR;NEG_00_04;4,40;25,40;32,90;12,00;26,33;32,90;-78,00;4,40;19,81;32,20;78,00;3347,00
25/11/2023;25/11/2023;aFRR;NEG_04_08;3,75;23,27;29,17;11,00;23,93;29,17;-65,00;3,75;19,01;28,00;65,00;3387,00
25/11/2023;25/11/2023;aFRR;NEG_08_12;2,39;12,95;18,00;7,24;13,83;18,00;-80,00;2,39;7,41;10,00;80,00;3019,00
25/11/2023;25/11/2023;aFRR;NEG_12_16;3,24;16,92;21,43;9,39;18,29;21,43;-80,00;3,24;8,62;12,00;80,00;3108,00
25/11/2023;25/11/2023;aFRR;NEG_16_20;1,58;13,20;18,40;6,15;14,57;18,40;-80,00;1,58;4,70;6,80;80,00;3783,00
25/11/2023;25/11/2023;aFRR;NEG_20_24;3,25;16,55;21,34;9,68;17,45;21,34;-80,00;3,25;11,07;17,90;80,00;3824,00
26/11/2023;26/11/2023;aFRR;POS_00_04;2,43;6,27;6,80;2,43;6,35;6,80;22,00;3,16;5,48;6,62;-22,00;4146,00
26/11/2023;26/11/2023;aFRR;POS_04_08;5,04;8,95;9,88;6,50;9,00;9,88;62,00;5,04;8,28;9,87;-62,00;4121,00
26/11/2023;26/11/2023;aFRR;POS_08_12;6,50;13,55;14,86;6,50;13,64;14,86;64,00;7,40;12,34;14,78;-64,00;4568,00
26/11/2023;26/11/2023;aFRR;POS_12_16;3,00;13,63;15,56;3,00;13,67;15,56;67,00;7,55;12,88;15,49;-67,00;4407,00
26/11/2023;26/11/2023;aFRR;POS_16_20;7,28;14,38;15,54;10,00;14,56;15,54;-31,00;7,28;12,87;15,30;31,00;4202,00
26/11/2023;26/11/2023;aFRR;POS_20_24;6,75;12,96;14,49;7,00;13,10;14,49;-7,00;6,75;11,75;14,35;7,00;4106,00
26/11/2023;26/11/2023;aFRR;NEG_00_04;2,10;16,33;18,51;8,00;16,47;18,51;45,00;2,10;14,65;18,42;-45,00;3769,00
26/11/2023;26/11/2023;aFRR;NEG_04_08;1,89;15,27;17,73;7,00;15,42;17,73;59,00;1,89;13,28;17,68;-59,00;3781,00
26/11/2023;26/11/2023;aFRR;NEG_08_12;1,09;8,46;9,69;3,00;8,75;9,69;-80,00;1,09;6,60;8,99;80,00;3424,00
26/11/2023;26/11/2023;aFRR;NEG_12_16;1,42;10,61;12,30;3,00;11,18;12,30;-80,00;1,42;7,24;12,00;80,00;3556,00
26/11/2023;26/11/2023;aFRR;NEG_16_20;1,00;8,16;9,51;1,00;8,76;9,51;-80,00;1,15;4,56;6,00;80,00;3860,00
26/11/2023;26/11/2023;aFRR;NEG_20_24;1,36;9,00;11,65;3,00;9,12;11,65;-63,00;1,36;8,23;11,58;63,00;3911,00
27/11/2023;27/11/2023;aFRR;POS_00_04;2,43;5,45;6,30;3,60;5,54;6,30;10,00;2,43;4,67;6,23;-10,00;4014,00
27/11/2023;27/11/2023;aFRR;POS_04_08;3,51;7,85;9,42;5,20;8,02;9,42;-32,00;3,51;6,51;8,43;32,00;4048,00
27/11/2023;27/11/2023;aFRR;POS_08_12;5,30;12,95;17,82;7,80;13,26;17,82;-51,00;5,30;10,54;17,80;51,00;3832,00
27/11/2023;27/11/2023;aFRR;POS_12_16;5,13;11,27;14,21;8,00;11,37;14,21;-26,00;5,13;10,32;13,79;26,00;3841,00
27/11/2023;27/11/2023;aFRR;POS_16_20;6,15;13,29;16,00;8,20;13,50;16,00;-33,00;6,15;11,54;15,50;33,00;3626,00
27/11/2023;27/11/2023;aFRR;POS_20_24;4,75;10,39;12,77;7,70;10,57;12,77;-32,00;4,75;9,00;12,00;32,00;4041,00
